instruction,action
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the downtown area. Look out for the clock tower as you navigate through the roundabout.""",['Take Exit']
"""Approaching the traffic circle, yield to vehicles already inside, then take the second exit to continue on Maple Street. Look out for the blue tree sculpture on your right as a reference point.""",['Take Exit']
"""Approaching the roundabout, yield to any vehicles already inside, and take the second exit to continue on Maple Street. Be cautious of pedestrians at the crosswalk.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on the main road. Look out for the blue building on your right as a reference point.""",['Take Exit']
"""Approaching the roundabout, yield to any incoming traffic, then take the second exit to continue on Main Street. Look out for pedestrians crossing at the crosswalk.""",['Take Exit']
"""Approaching the roundabout, yield to the traffic already inside and take the second exit to continue on the main road. Watch out for pedestrians crossing.""",['Take Exit']
"""Approaching the roundabout, take the second exit to continue on the main road. Look out for the red house with the white picket fence on your right as a visual marker for the turn.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on Main Street. Look out for the statue of the town founder on your right as you navigate the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to vehicles already in the circle, then take the second exit. Continue straight until you reach the traffic lights at the intersection with Maple Avenue.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit. Once through, continue straight ahead until you reach the traffic lights at the intersection with Main Street. Turn left onto Main Street and follow the road for approximately 2 miles until you see the park on your right. Proceed to parallel park in the available spot near the park entrance.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Approaching the roundabout, yield to traffic already inside, then take the second exit towards the city center. Look out for pedestrians crossing.""",['Take Exit']
"""Approaching the roundabout, yield to traffic from your right before entering and continue straight towards the clock tower landmark at the other side.""",['Go Straight']
"""Approaching the upcoming roundabout, yield to any oncoming traffic and take the second exit to the right. Look out for the large statue of a horse on your left as a visual indicator for the correct exit.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the third exit, heading towards the beach. Watch out for pedestrians crossing at the crosswalk.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and then take the second exit onto Main Street. Continue for three blocks and look for the tall clock tower on your right, that's where you'll make a left turn.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit towards the city center. You'll pass the park on your right before reaching the pedestrian crossing. Slow down and proceed with caution.""","['Take Exit', 'Slow Down']"
"""Approaching the roundabout, yield to oncoming traffic from your left, then take the second exit towards the residential area. Watch out for pedestrians crossing the street as you navigate through.""",['Take Exit']
"""Proceed through the upcoming roundabout, take the second exit, and continue straight ahead until you reach the traffic lights at the intersection with Maple Street. Turn left onto Maple Street and drive for two miles before making a right turn onto Oak Avenue.""","['Turn Left', 'Turn Right', 'Take Exit', 'Go Straight', 'Accelerate']"
"""Take the next left onto Oak Street, then make a U-turn at the traffic circle and continue straight ahead until you reach the soccer field on your right. Slow down and yield to any pedestrians crossing the street.""","['Turn Left', 'Slow Down']"
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to stay on Main Street. Look for the clock tower on your right as a landmark to confirm you're on the correct route.""",['Take Exit']
