instruction,action
"""Drive straight until you reach the next junction.""",['Straight']
"""Proceed straight through the intersection lights.""",['Straight']
"""Drive straight towards the mountain view.""",['Straight']
"""Proceed straight through the following streets.""",['Straight']
"""Drive straight past the gas station.""",['Straight']
"""Drive in a straight line until you reach the next intersection.""",['Straight']
"""Keep straight on the road with speed bumps.""",['Straight']
"""Move straight through the roundabout.""",['Straight']
"""Proceed straight through the intersection.""",['Straight']
"""Go straight until you spot the next landmark.""",['Straight']
"""Stay on this road and proceed straight.""",['Straight']
"""Continue straight through the construction zone.""",['Straight']
"""Go straight even when the road surface changes.""",['Straight']
"""Drive straight across the bridge.""",['Straight']
"""Keep driving in a straight line.""",['Straight']
"""Proceed in a straight direction.""",['Straight']
"""Proceed straight through the upcoming merge point.""",['Straight']
"""Travel straight until you reach the intersection.""",['Straight']
"""Go straight after the pedestrian crossing.""",['Straight']
"""Drive straight until you cross the bridge.""",['Straight']
"""Keep moving straight without turning.""",['Straight']
"""Stay on the current road and drive straight onward.""",['Straight']
"""Keep straight at the upcoming roundabout.""",['Straight']
"""Keep straight after the yield sign.""",['Straight']
"""Stay on this road and proceed straight through.""",['Straight']
"""Continue straight through the upcoming curve.""",['Straight']
"""Navigate straight through the upcoming traffic light.""",['Straight']
"""Stay on this road without making any turns.""",['Straight']
"""Proceed straight towards the landmark.""",['Straight']
"""Continue straight ahead along the avenue.""",['Straight']
"""Drive straight and watch for the next turn on your left.""",['Straight']
"""Drive straight until you pass the gas station.""",['Straight']
"""Keep going straight past the railway crossing.""",['Straight']
"""Continue straight under the highway bridge.""",['Straight']
"""Proceed straight at the upcoming stop signal.""",['Straight']
"""Drive straight past the upcoming park.""",['Straight']
"""Stay straight to reach the next exit smoothly.""",['Straight']
"""Carry on straight through the intersection.""",['Straight']
"""Proceed straight onto the highway ramp.""",['Straight']
"""Keep going straight along the curve.""",['Straight']
"""Stay straight on the road without any swerves.""",['Straight']
"""Proceed straight through the tunnel underpass.""",['Straight']
"""Head straight past the upcoming roundabout.""",['Straight']
"""Drive forward in a straight line.""",['Straight']
"""Follow the road straight for the next few miles.""",['Straight']
"""Drive straight down the avenue.""",['Straight']
"""Continue on this path without making any turns.""",['Straight']
"""Go straight and merge into the left lane.""",['Straight']
"""Proceed straight along the riverbank.""",['Straight']
"""Drive straight through the next set of intersections.""",['Straight']
"""Remain straight after the sharp turn.""",['Straight']
"""Keep your vehicle on a straight path for now.""",['Straight']
"""Stay in the left lane and go straight through.""",['Straight']
"""Proceed straight alongside the park.""",['Straight']
"""Navigate straight ahead through the upcoming roundabout.""",['Straight']
"""Drive straight around the corner.""",['Straight']
"""Stay focused and maintain a straight course.""",['Straight']
"""Go straight past the shopping center on your right.""",['Straight']
"""Go straight along the riverbank.""",['Straight']
"""Continue straight past the parking lot.""",['Straight']
"""Advance straight ahead without turning.""",['Straight']
"""Proceed straight at the traffic circle.""",['Straight']
"""Drive in a straight line.""",['Straight']
"""Navigate straight around the city square.""",['Straight']
"""Navigate straight past the shopping center.""",['Straight']
"""Continue straight and drive past the church.""",['Straight']
"""Proceed straight towards the open highway.""",['Straight']
"""Proceed straight along the road without turning.""",['Straight']
"""Proceed straight through the next traffic light.""",['Straight']
"""Follow the road straight uphill.""",['Straight']
"""Drive straight along the riverbank for a scenic route.""",['Straight']
"""Drive straight through the traffic circle.""",['Straight']
"""Proceed onward without veering off course.""",['Straight']
"""Keep moving straight down the street.""",['Straight']
"""Stay on this route without making any deviations.""",['Straight']
"""Continue straight ahead past the stop sign.""",['Straight']
"""Go straight without making any turns.""",['Straight']
"""Drive in a straight line without deviation.""",['Straight']
"""Head straight until you see the landmark tower.""",['Straight']
"""Go straight through the winding mountain pass.""",['Straight']
"""Stay on the current road straight through the bend.""",['Straight']
"""Travel straight through the roundabout.""",['Straight']
"""Drive straight until you reach the roundabout.""",['Straight']
"""Continue straight until the next turn.""",['Straight']
"""Drive straight along the tree-lined boulevard.""",['Straight']
"""Keep moving forward in a straight line.""",['Straight']
"""Proceed forward without any turns.""",['Straight']
"""Go straight along the coastal road.""",['Straight']
"""Maintain your course straight ahead.""",['Straight']
"""Drive straight and cross the bridge ahead.""",['Straight']
"""Continue forward and stay on the main road.""",['Straight']
"""Stay on this road without turning off.""",['Straight']
"""Drive directly forward on this street.""",['Straight']
"""Go straight at the next intersection.""",['Straight']
"""Stay on this road and drive straight.""",['Straight']
"""Continue straight through the neighborhood.""",['Straight']
"""Maintain a consistent speed and go straight.""",['Straight']
"""Stay on this road without veering off.""",['Straight']
"""Continue onward without turning.""",['Straight']
"""Follow the road straight for the next mile marker.""",['Straight']
"""Head straight towards the city limits.""",['Straight']
"""Drive straight through the intersection without any turns.""",['Straight']
"""Drive straight ahead at the next junction.""",['Straight']
"""Drive straight ahead on the upcoming street.""",['Straight']
"""Navigate forward in a straight direction.""",['Straight']
"""Progress straight through the construction zone.""",['Straight']
"""Remain in a straight line without any turns.""",['Straight']
"""Keep driving straight without any turns.""",['Straight']
"""Stay on this route and go straight ahead.""",['Straight']
"""Stay on this route and drive straight ahead.""",['Straight']
"""Go straight over the small bridge.""",['Straight']
"""Stay straight past the roadwork.""",['Straight']
"""Follow the road as it curves straight through.""",['Straight']
"""Drive straight through the next few intersections.""",['Straight']
"""Stay on this path going straight.""",['Straight']
"""Keep moving forward without any turns.""",['Straight']
"""Keep driving ahead without any turns.""",['Straight']
"""Drive straight and cross the next intersection.""",['Straight']
"""Go straight even when the road gets narrow.""",['Straight']
"""Navigate straight past the fork in the road.""",['Straight']
"""Drive straight through the downtown area.""",['Straight']
