instruction,action
"""Carry on in a direct path down the hill.""",['Straight']
"""Go in a straight-line trajectory.""",['Straight']
"""Go ahead without making a turn.""",['Straight']
"""Continue along this road in a straight line.""",['Straight']
"""Drive in a linear path without turning.""",['Straight']
"""Keep on the road without altering direction.""",['Straight']
"""Drive ahead without any changes in direction.""",['Straight']
"""Move straight through the upcoming junction.""",['Straight']
"""Proceed in a direct path down the hill.""",['Straight']
"""Remain on the current path forward.""",['Straight']
"""Keep on the current road with no turns.""",['Straight']
"""Follow the road without any turns.""",['Straight']
"""Proceed straight ahead without any turns.""",['Straight']
"""Move forward without any deviations in your path.""",['Straight']
"""Drive directly through the next crossroad.""",['Straight']
"""Proceed without any twists or turns.""",['Straight']
"""Go ahead on this route.""",['Straight']
"""Follow the road straight ahead at the next junction.""",['Straight']
"""Continue along this path.""",['Straight']
"""Go in a direct line towards your destination.""",['Straight']
"""Move forward without changing direction.""",['Straight']
"""Stay on the road ahead without any swerves.""",['Straight']
"""Go straight through the next set of lights.""",['Straight']
"""Maintain a straight route.""",['Straight']
"""Follow the straight path.""",['Straight']
"""Navigate in a straight line ahead.""",['Straight']
"""Stay on this straight path.""",['Straight']
"""Keep driving straight until the next instruction.""",['Straight']
"""Remain on the current course without any turns.""",['Straight']
"""Move in a linear direction.""",['Straight']
"""Proceed forward without any deviations.""",['Straight']
"""Keep on going directly without any detours.""",['Straight']
"""Proceed on the direct route.""",['Straight']
"""Proceed ahead without making any turns.""",['Straight']
"""Move along the road in a direct line without deviating.""",['Straight']
"""Drive directly on this road.""",['Straight']
"""Continue without making a turn.""",['Straight']
"""Maintain your course without deviating.""",['Straight']
"""Advance forward without any turns.""",['Straight']
"""Stay on the straightforward course.""",['Straight']
"""Drive straight ahead along this street.""",['Straight']
"""Keep following the roadway ahead.""",['Straight']
"""Go straight through the junction.""",['Straight']
"""Travel forward without any left or right turns.""",['Straight']
"""Continue straight until you pass the industrial area.""",['Straight']
"""Drive straight without swerving.""",['Straight']
"""Carry on driving along this street.""",['Straight']
"""Carry on down the road.""",['Straight']
"""Continue in a straight line until the next turn.""",['Straight']
"""Move forward without any zigzags.""",['Straight']
"""Head straight down this street.""",['Straight']
"""Proceed ahead without turning off the path.""",['Straight']
"""Stay on the same path without turning.""",['Straight']
"""Proceed along the current path.""",['Straight']
"""Head in a forward direction without any detours.""",['Straight']
"""Maintain a straight trajectory.""",['Straight']
"""Travel straight through the upcoming junction.""",['Straight']
"""Travel straight through the street.""",['Straight']
"""Drive onward in a straight line.""",['Straight']
"""Keep on this route until it takes you through the tunnel.""",['Straight']
"""Continue without any turns.""",['Straight']
"""Drive directly through the intersection without turning.""",['Straight']
"""Follow the road straight without any turns.""",['Straight']
"""Stick to the road straight ahead.""",['Straight']
"""Keep to the same direction without turning.""",['Straight']
"""Drive straight ahead without altering your path.""",['Straight']
"""Keep moving in a linear path.""",['Straight']
"""Drive in a direct line through the next junction.""",['Straight']
"""Drive straight on this road without turning.""",['Straight']
"""Drive ahead in a straight line.""",['Straight']
"""Advance in a straight direction.""",['Straight']
"""Drive straight along this street.""",['Straight']
"""Head in a linear direction at the upcoming junction.""",['Straight']
"""Travel straight ahead until further notice.""",['Straight']
"""Drive in a straight line until the next instruction.""",['Straight']
"""Keep following the road straight ahead.""",['Straight']
"""Advance along the straight road.""",['Straight']
"""Navigate ahead along this winding country road.""",['Straight']
"""Drive along the road without changing direction.""",['Straight']
"""Travel straight down the street.""",['Straight']
"""Drive ahead until you reach the next overpass.""",['Straight']
"""Follow the road ahead in a direct manner.""",['Straight']
"""Head straight forward without turning.""",['Straight']
"""Move straight ahead without changing course.""",['Straight']
"""Travel straight through the intersection.""",['Straight']
"""Continue along the road in a direct line.""",['Straight']
"""Navigate in a direct manner.""",['Straight']
"""Drive directly ahead.""",['Straight']
"""Go swiftly without any meanders.""",['Straight']
"""Keep moving ahead on the same path.""",['Straight']
"""Travel in a straight line along the street.""",['Straight']
"""Stay on the direct route ahead.""",['Straight']
"""Stay on the quick path ahead.""",['Straight']
"""Move forward without any curves in the road.""",['Straight']
"""Go straight through the next bend.""",['Straight']
"""Go directly through the intersection.""",['Straight']
"""Continue straight through the next junction.""",['Straight']
"""Advance along the road.""",['Straight']
"""Maintain a straight course.""",['Straight']
"""Drive forward without any changes in direction.""",['Straight']
"""Continue in a straight-line trajectory.""",['Straight']
"""Remain on the direct route.""",['Straight']
"""Drive straight through the upcoming crossroads.""",['Straight']
"""Drive in a continuous line ahead.""",['Straight']
"""Proceed forward along the road.""",['Straight']
"""Continue moving forward without""",['Straight']
"""Go in a direct line through the intersection.""",['Straight']
"""Go along the straight road.""",['Straight']
"""Drive forward without turning off the road.""",['Straight']
"""Drive straight without deviation.""",['Straight']
"""Keep moving in a forward direction.""",['Straight']
"""Keep moving forward on this street.""",['Straight']
"""Follow the road straight forward.""",['Straight']
"""Stay on the current path without turning.""",['Straight']
"""Proceed in a linear direction.""",['Straight']
"""Move in a linear direction towards the upcoming intersection.""",['Straight']
"""Advance directly ahead.""",['Straight']
"""Keep going straight without deviation.""",['Straight']
"""Continue without making any twists or turns.""",['Straight']
"""Keep on the current path.""",['Straight']
"""Stay on the main route.""",['Straight']
"""Drive in a straight line without turning.""",['Straight']
"""Stay on this path without turning off course.""",['Straight']
"""Travel in a direct line.""",['Straight']
"""Continue straight ahead on this street.""",['Straight']
"""Drive straight until you reach the next traffic light.""",['Straight']
"""Head in a forward direction without any turns.""",['Straight']
"""Go forward without deviating from the path.""",['Straight']
"""Drive straight on this street.""",['Straight']
"""Stay on the road ahead.""",['Straight']
"""Stay on the road ahead without making any turns.""",['Straight']
"""Carry on straight past the fork in the road.""",['Straight']
